0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.18865598738193512,-0.0618783017389426,0.1193994577177424,0.19230769574642181,0.025429373862556767,0.0,0.9395916166241558,0.010989011265337467,0.7777777910232544,1.0,0.15000000596046448,0.1001135755232464,0.30099016207880813,0.4375,0.06344551113539101,0.04596151842367052,0.18050599630352465,0.1419624239206314,0.22499999403953552,0.35483869910240173,0.3076923191547394,0.4444444477558136
0.07028359919786453,0.02415458858013153,0.1827744337347305,0.21667990573381965,-0.14506260482631902,0.0,0.8899999856948853,0.3956044018268585,0.6666666865348816,0.6666666865348816,0.15503928940595735,0.10526315867900848,0.8899999856948853,0.23471636726655803,-0.026666468829707315,-0.11809775515471954,0.28622452826869005,0.21920667588710785,0.07957966329777025,0.32258063554763794,0.2540449688828904,0.8271505192429061
0.2433903886238106,0.009661835618317127,0.25092956166967506,0.268130785580317,-0.03587257528901372,0.0,0.8199999928474426,0.2857142984867096,0.6666666865348816,0.6666666865348816,0.17000000178813934,0.08908289069264538,0.4099999964237213,0.25,0.004897174528433643,-0.0740146701820205,0.200774887053704,0.21920667588710785,0.25281478979241434,0.32258063554763794,0.38461539149284363,0.75
0.22688040137290955,0.028985507786273956,0.36960935748298607,0.4337682160432931,-0.05106009049402588,0.0,0.9399999976158142,0.09890110045671463,0.4444444477558136,0.6666666865348816,0.3100000023841858,0.10526315867900848,0.3499999940395355,0.25,-0.04961217756774961,-0.14305654467742612,0.23116171069555735,0.06263048201799393,0.36665822063978815,0.35483869910240173,0.42307692766189575,0.8703703880310059
0.15325176181803335,0.043478261679410934,0.14671814441680908,0.18628021795178462,0.10526315867900848,-0.10136625188937703,0.8299999833106995,0.1428571492433548,0.36701771058247057,0.5348716461036612,0.15882377127878652,0.019233667799415294,0.28582107192052186,0.28125,-0.09332642046952674,-0.03617856376608911,0.09166666865348816,0.20459289848804474,0.21038198668676397,0.29032257199287415,0.3461538553237915,0.5844498414129262
0.2453760802745819,0.014492753893136978,0.17374517023563385,0.692307710647583,0.0,-0.0730405942986863,1.0,0.010989011265337467,0.7777777910232544,1.0,0.6499999761581421,0.5263158082962036,0.4300000071525574,0.28125,-0.018752100867347354,0.023046280102488777,0.2437336057594836,0.21503131091594696,0.3045087869224481,0.4193548262119293,0.33190610696409595,0.9591803644010994
0.22934648394584656,0.05797101557254791,0.3737798249317912,0.3218856246726934,0.04937037988015,0.05263157933950424,0.934322882733298,0.19979542911427287,0.3333333432674408,0.5,0.2199999988079071,0.0,0.20000000298023224,0.03125,-0.04600448249820183,-0.05803224146685757,0.0836042148955767,0.05845511332154274,0.28625405392357484,0.35483869910240173,0.3076923191547394,0.766908204867139
0.19852034747600555,0.07264869599489297,0.2818532884120941,0.24358974397182465,0.024598517888769395,0.0,0.9859790867463166,-0.001189875456691851,0.7701618857281377,1.0,0.20999999344348907,0.007613370821028235,0.4300000071525574,0.25,0.06723710494089725,0.020237451839702648,0.10518316866856345,0.20876826345920563,0.2552706886949397,0.3870967626571655,0.34065599157902043,0.8566934003337072
0.38101109862327576,0.014492753893136978,0.25413267030163117,0.46275957290333813,0.03320665838231633,0.004506282490367025,0.9746117141512464,0.010989011265337467,0.738231099448149,1.0,0.3298446104682616,0.21052631735801697,0.25,0.0,0.0,0.05280804235080822,0.16758572574620928,0.19206680357456207,0.42201598090488285,0.4838709533214569,0.38461539149284363,0.6872137579046896
0.19605425000190735,0.02415458858013153,0.23166023194789886,0.25641027092933655,0.024509302321337828,0.017765931233002914,1.0,-0.032268859910070245,0.7777777910232544,0.9515299645510626,0.20000000298023224,0.10526315867900848,0.3499999940395355,0.25,0.01455055956207966,0.049794297079421804,0.08338225471363865,0.13361169397830963,0.33931300260624553,0.32258063554763794,0.3076923191547394,0.6944444179534912
0.2638717591762543,0.009661835618317127,0.2655438557631231,0.2324822174970866,-0.03027535730439481,0.0,0.9399999976158142,0.6424450775425196,0.6937545696139698,0.6899095897872207,0.3499999940395355,0.03847595694542144,0.33000001311302185,0.25,0.04038541783983149,0.046753931487391966,0.3202106599210481,0.07306889444589615,0.2207485410732468,0.32258063554763794,0.368699689441923,0.6606466062589044
0.2096177488565445,0.02415458858013153,0.20849420130252838,0.5256410241127014,0.0,0.028730335461700687,0.9800000190734863,0.0,0.6666666865348816,0.6666666865348816,0.41999998688697815,0.2631579041481018,0.6000000238418579,0.25,0.032311617770815544,0.04591841134035896,0.08788279542223082,0.20459289848804474,0.2750000059604645,0.5806451439857483,0.3317374239536952,0.6886925772103853
0.12064054207487761,0.004830917809158564,0.13709872002621373,0.4062047046433371,0.0,0.0,1.0,0.010989011265337467,0.7777777910232544,1.0,0.40333371290310827,0.21745545129126984,0.17000000178813934,0.25,0.06617555859271611,0.07062130027249049,0.12001457564077417,0.2025052160024643,0.375,0.35483869910240173,0.3461538553237915,0.5741655259363398
0.2441430389881134,0.028985507786273956,0.2807782125756582,0.25449487670868437,0.02667167556057944,0.005395880544148812,1.0,0.010989011265337467,0.7577868999520757,1.0,0.19501376165574225,0.10526315867900848,0.28999999165534973,0.46875,0.02593369387397773,0.020037726085945375,0.1055933584699619,0.20668058097362518,0.3486270770294809,0.32258063554763794,0.3076923191547394,0.8888888955116272
0.507645506553435,0.014492753893136978,0.23938223719596863,0.39743318431018626,0.044727855213856665,-0.025222125188229805,0.75,0.09890110045671463,0.571672663861164,0.0,0.23999999463558197,0.16842349907545856,0.28999999165534973,0.5,-0.13429030660038335,-0.2452393197944319,0.4000000059604645,0.15240083634853363,0.21155783312538048,0.35483869910240173,0.2548395485655621,0.9074074029922485
0.3316892683506012,0.07246376574039459,0.4092664122581482,0.11748564227423165,0.057115991528372004,0.05837386101065361,1.0,0.010989011265337467,0.7715290187265885,0.9950634878935852,0.10999999940395355,0.0019975438122240077,0.30000001192092896,0.25,0.015490180749483691,0.0,0.22107673571983893,0.0,0.2750000059604645,0.32258063554763794,0.3076923191547394,0.7314814925193787
0.223586467533191,0.004830917809158564,0.20017469807911326,0.24358974397182465,-0.038198584289687545,-0.04754716268834106,1.0,0.010989011265337467,0.7777777910232544,1.0,0.20000000298023224,0.11234910896232253,0.4000000059604645,0.25,-0.0511050486406079,0.0,0.1485710985769462,0.0,0.42500001192092896,0.32258063554763794,0.3076923191547394,0.8611111044883728
0.36942812434752137,0.014492753893136978,0.23209345924222816,0.4768015541385094,0.0337046842235493,0.0,1.0,0.010989011265337467,0.7452701584796954,1.0,0.4099999964237213,0.2951032611131719,0.3010359672577536,0.5625,0.022718654528028206,0.034134532357857614,0.26955271602992475,0.15866388380527496,0.3827039387295137,0.3870967626571655,0.38461539149284363,0.6944444179534912
