0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.012658228166401386,0.0,0.1666666716337204,0.6666666865348816,0.2222222238779068,0.30000001192092896,0.36344486368332074,0.32600739840080195,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.20117515325546265,0.10712911933660507,0.09680770337581635,0.21491701900959015,0.12511122226715088,0.3452378809452057,0.12783931806356613,0.039916192970582416,0.0,0.055281904338252315,0.0253448338292647,0.04438796553210825
0.012658228166401386,1.0,0.3333333432674408,0.6631075689878578,0.25925925374031067,0.20481859465143645,0.2222222238779068,0.40208510886577736,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.19959360361099243,0.1095229834318161,0.09655679017305374,0.2155408412218094,0.1239468976855278,0.3459227979183197,0.00038592751994225537,-0.004426537474333059,0.001124804955907166,0.0,0.0025768480263650417,-0.005246596953658033
0.27848100662231445,1.0,0.1666666716337204,0.3333333432674408,0.42592594027519226,0.31754939923979925,0.1111111119389534,0.11554220238804365,0.10000000149011612,0.10000000149011612,0.0,0.1857355535030365,0.08691398799419403,0.08791705965995789,0.19493672251701355,0.09464575350284576,0.3137390214273619,-0.011709129509886129,-0.013612311592684535,0.0010494430316612124,0.0,-0.010456826938290536,0.0
0.1139240488409996,0.0,0.3333333432674408,0.3333333432674408,0.3888888955116272,0.2070408182031802,0.22295160539248057,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.28575543738767384,0.2086336463689804,0.09520504623651505,0.2141244262456894,0.1319463633135436,0.3461844325065613,-0.005455653950986905,-0.011588429564874237,-0.003137541271740904,0.0009260043518769748,0.0051536960527300835,0.0037940368056297302
0.17721518874168396,0.0,0.1666666716337204,0.6666666865348816,0.14814814925193787,0.15744612679499118,0.07240108754678114,0.06479924020535585,0.0,0.0,0.0,0.1865016669034958,0.094247967004776,0.08680085837841034,0.2012501358985901,0.10256940126419067,0.334196537733078,-0.10527046787179115,-0.12027567600332272,0.00729773472994566,0.008297906257212162,0.020184451714158058,-0.03370147968131162
0.05428673832456263,0.0,0.3357387107320935,0.6797829521249334,0.07915885552055457,0.060917543250784134,0.551394279399278,0.4000000059604645,0.1982923432039923,0.19526469673416133,0.20000000298023224,0.19320052862167358,0.09851096570491791,0.09183118492364883,0.2052690088748932,0.11824088543653488,0.3266836404800415,0.004597358508669557,0.02756629934306778,0.0002249609970021993,0.012422413737682549,0.0,0.027000593185455925
0.16455696523189545,1.0,0.3333333432674408,0.6666666865348816,0.09259258955717087,0.22809453894124226,0.2426954983855651,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.2927803099155426,0.2150828242301941,0.14387381076812744,0.3139985203742981,0.2607353925704956,0.42944762110710144,-0.02894280514020736,-0.023863446389392678,0.004054922144860029,-0.01829590741160436,0.009753369726240635,0.006267748773097992
0.3417721390724182,0.0,0.1666666716337204,0.6666666865348816,0.18518517911434174,0.3107825792201212,0.1253311839353167,0.10000000149011612,0.20000000298023224,0.20000000298023224,0.0,0.1814786195755005,0.09004272520542145,0.08787258714437485,0.19615469872951508,0.09412296116352081,0.32554852962493896,-0.01923698593021499,-0.017983067225407816,-0.014132774179154414,0.0,0.0,0.0
0.6202531456947327,1.0,0.1666666716337204,0.6666666865348816,0.2777777910232544,0.2841866848561512,0.19035627474733466,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.19346356391906738,0.09076039493083954,0.08850947767496109,0.19767946004867554,0.09653336554765701,0.3565254807472229,-0.06819806197119668,-0.044227735383783044,0.003754599019885063,0.001971014542505145,0.07993897795677185,-0.07701994653359878
0.37974682450294495,1.0,0.3333333432674408,0.29059728930147577,0.42592594027519226,0.1683545260373474,0.13421542531532762,0.0,0.0,0.0,0.0,0.18202662467956543,0.08574777841567993,0.08634459972381592,0.19387270510196686,0.09464575350284576,0.3266836404800415,-0.06094716408658033,-0.1330858328605598,0.0,-0.06352179781973592,-0.03488555923628021,0.0
0.19953406301711815,1.0,0.3333333432674408,0.3333333432674408,0.3888888955116272,0.12465503687373028,0.19224716534218506,0.13699356716479133,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.1819334626197815,0.08625777065753937,0.08657245337963104,0.19434598088264465,0.17120892866494858,0.32802075147628784,-0.08870587062814936,-0.06093016759949167,-0.010185885536778018,-0.017221555358841616,-0.02581860842618359,0.0023048773873597383
